,NAME,OPEN,HIGH,LOW,CLOSE,DATE,TYPE,CONSECUTIVE
0,AARTIIND,1244.0,1275.0,1192.55,1260.5,2021-03-19,None,0
1,ABBOTINDIA,15800.0,14783.2,14400.0,15746.0,2021-03-18,None,0
2,ABCAPITAL,85.0,123.65,115.55,89.1,2021-03-19,None,0
3,ABFRL,166.65,209.2,196.0,166.5,2021-03-19,None,0
4,ACC,1617.2,1749.0,1711.05,1626.1,2021-03-18,None,0
5,ADANIENT,477.0,891.0,857.75,491.15,2021-03-18,None,0
6,ADANIGREEN,1079.9,1183.0,1120.1,1065.95,2021-03-18,None,0
7,ADANIPORTS,485.0,691.5,657.1,503.85,2021-03-19,None,0
8,ADANITRANS,438.9,772.0,714.0,434.25,2021-03-19,None,0
9,AJANTPHARM,1643.1,1804.8,1771.25,1651.05,2021-03-17,None,0
10,ALKEM,2930.0,2635.0,2584.4,2950.75,2021-03-19,None,0
11,AMARAJABAT,928.0,877.45,853.0,925.05,2021-03-19,None,0
12,AMBUJACEM,249.0,284.6,274.05,250.85,2021-03-19,None,0
13,APLLTD,1035.0,892.0,864.3,1042.6,2021-03-19,None,0
14,APOLLOHOSP,2405.5,2944.25,2875.0,2414.85,2021-03-22,LHL,3
15,APOLLOTYRE,178.45,228.7,208.0,179.9,2021-03-18,None,0
16,ASHOKLEY,95.7,117.0,108.0,99.1,2021-03-19,None,0
17,ASIANPAINT,2759.0,2434.0,2355.35,2775.55,2021-03-19,None,0
18,AUBANK,855.0,1210.0,1148.0,875.35,2021-03-18,None,0
19,AUROPHARMA,923.7,826.4,797.3,927.75,2021-03-19,None,0
20,AXISBANK,620.25,729.35,703.5,623.8,2021-03-19,None,0
21,BAJAJ-AUTO,3446.0,3678.0,3555.8,3481.25,2021-03-17,None,0
22,BAJAJFINSV,8930.0,9489.85,9211.6,8870.45,2021-03-19,None,0
23,BAJAJHLDNG,3091.7,3607.0,3360.0,3119.15,2021-03-19,None,0
24,BAJFINANCE,5310.2,5479.0,5190.05,5280.15,2021-03-19,None,0
25,BALKRISIND,1646.0,1630.0,1530.05,1642.1,2021-03-19,None,0
26,BANDHANBNK,402.0,343.1,332.4,400.2,2021-03-18,None,0
27,BANKBARODA,61.8,74.35,69.55,64.5,2021-03-19,None,0
28,BANKINDIA,49.0,67.0,62.5,50.15,2021-03-19,None,0
29,BATAINDIA,1587.8,1495.0,1475.0,1573.9,2021-03-17,None,0
30,BBTC,1296.0,1185.45,1127.05,1304.75,2021-03-19,None,0
31,BEL,121.0,130.05,125.0,126.4,2021-03-19,None,0
32,BERGEPAINT,759.5,728.95,698.9,767.05,2021-03-18,None,0
33,BHARATFORG,527.65,604.0,579.75,538.1,2021-03-19,None,0
34,BHARTIARTL,512.25,534.0,523.0,515.15,2021-03-22,LHL,1
